#author,papers,pagerank,hindex,affsChangeTimes,affsChangeFreq,citations,isSameAff,isAncestor,betweenness
2141840149,6,0.00010884012545127221,3,1,1.8571428571428572,20,0.5,0.8333333333333334,3.1970601424164235e-05
2256485367,30,0.0001733971445511233,13,3,3.9285714285714284,822,0.875,0.75,0.00018762228903258907
2049189351,43,0.00032599018670975894,14,0,0.9523809523809523,1606,0.8,0.64,0.0010693415499802544
2016987025,7,0.0001032158752883059,3,1,1.9411764705882353,229,1.0,0.0,0.0
1980295223,9,0.0002833804803237923,6,1,1.9411764705882353,240,1.0,0.4,0.005707132572350157
831111255,22,0.00011179690127263522,12,2,2.9285714285714284,655,1.0,0.5,0.00013594344752582924
2530811160,5,0.0001290147883841582,3,0,0.5,22,1.0,0.5,1.8483133586108667e-08
2670372750,4,0.0001290147883841582,1,0,0.5,2,0.75,0.5,4.6891709907957684e-05
2210743192,24,0.00013017384647587572,11,1,1.9090909090909092,605,0.5454545454545454,0.9090909090909091,0.0007492296563919802
210095896,13,0.00010609044988310299,10,1,1.9333333333333333,694,0.3333333333333333,0.8333333333333334,0.0003842070825259973
2162091979,3,0.00018202572368828686,2,0,0.75,12,1.0,0.6666666666666666,0.0
2066975796,33,0.00023002601903810202,17,2,2.9411764705882355,1877,0.5789473684210527,0.631578947368421,0.0021828632082281038
2137533801,105,9.465171118969395e-05,26,4,4.909090909090909,3332,0.7916666666666666,0.8333333333333334,0.0005758712162146964
2004214593,5,0.00010466679999352434,2,1,1.9166666666666667,36,0.6666666666666666,0.6666666666666666,0.0
2439589403,2,0.0001127816767068755,1,0,0.6666666666666667,8,1.0,0.5,3.696626717221733e-08
2310197078,4,6.417327823934305e-05,2,0,0.75,10,1.0,1.0,4.6873226774371576e-05
2600157035,1,9.226792059859401e-05,1,0,0.0,1,1.0,1.0,0.0
2152564817,9,8.016556928290511e-05,6,1,1.9,262,1.0,0.75,4.6873226774371576e-05
2289467056,14,0.0003414335746202203,10,2,2.875,1529,0.4444444444444444,0.6666666666666666,0.00032994909795185166
2224976689,4,7.489192206529162e-05,2,0,0.8,12,1.0,1.0,0.0
674992784,49,0.0002166792575552503,11,3,3.9523809523809526,490,1.0,0.8,0.0009065194604608122
2281562365,4,8.896208734055535e-05,2,0,0.5,5,0.5,1.0,0.0
2252032993,71,0.00044192539698784014,20,5,5.9375,1766,0.5,0.6944444444444444,0.010993624730665326
2416298036,6,8.916718145058471e-05,1,1,1.6666666666666667,6,0.25,0.75,5.1199393981173995e-06
2096910461,46,0.00023636607981044813,15,3,3.9,1020,0.3684210526315789,0.7368421052631579,0.0006935404837970286
108406206,96,0.00024997766489710663,32,5,5.928571428571429,3869,0.6428571428571429,0.7857142857142857,0.0020622350351260123
2762119704,1,7.701207603472442e-05,0,0,0.0,0,1.0,1.0,0.0
2787920852,1,0.00016787716854037326,0,0,0.0,0,1.0,1.0,0.0
2743116827,2,0.00011811512245240706,1,0,0.5,8,1.0,1.0,3.696626717221733e-08
2501656421,3,7.04301437729889e-05,1,0,0.75,20,1.0,1.0,0.0
2235845892,20,8.688501219563456e-05,10,4,4.933333333333334,1224,0.875,0.875,0.0003273266141685822
2560595684,83,0.00011393683724789081,23,9,9.941176470588236,2632,0.17647058823529413,0.7647058823529411,0.003509340613010542
2503163367,4,0.00011386983702631972,1,0,0.6666666666666667,2,1.0,1.0,0.0
2143652190,22,0.0004587933171575761,7,2,2.888888888888889,202,0.6666666666666666,0.5,0.0005094393392246737
2611698528,3,7.94843508510076e-05,1,0,0.5,2,1.0,1.0,0.0
2099747503,60,0.0003510844171906314,17,6,6.923076923076923,1415,0.4090909090909091,0.7727272727272727,0.0036597545581140956
2751879658,2,0.00025037378603842524,0,0,0.5,0,1.0,0.5,0.0
2179471526,17,6.75752175503462e-05,6,1,1.875,140,0.875,0.75,0.00015065433664966738
2311247448,7,0.0008401884531292082,4,0,0.5,79,0.75,0.5,1.5104042863626529e-05
2161448330,58,0.00012557632092255342,20,3,3.9,2155,0.6875,0.8125,0.0004280083783468861
2573587007,2,8.939318814154849e-05,1,0,0.6666666666666667,1,1.0,1.0,0.0
2554033023,19,0.0001458205761877247,4,2,2.857142857142857,82,0.6,0.9,3.1715355047742024e-05
2126337623,63,0.0002695877175254961,19,3,3.9411764705882355,3019,0.7142857142857143,0.8571428571428571,0.0008674257350767969
2169236860,38,0.00022731508597963968,10,3,3.9166666666666665,284,0.6875,0.75,0.002396112942381905
2149678671,15,0.0001037917462119999,10,6,6.933333333333334,550,0.42857142857142855,0.7142857142857143,0.0014481019175167395
2320203500,3,0.00020565422169322044,0,0,0.75,0,1.0,0.6666666666666666,0.0
217392467,19,8.36174125482283e-05,8,1,1.9090909090909092,795,1.0,0.8888888888888888,0.00035339171557166447
2508000139,6,0.00015734842111436454,2,0,0.6666666666666667,14,0.6666666666666666,0.6666666666666666,0.0
2152250954,35,0.0005558506248649565,15,0,0.8888888888888888,1213,0.6153846153846154,0.7692307692307693,0.00012433433162494623
2153429537,13,0.00012376278953575364,4,1,1.9285714285714286,234,1.0,0.8333333333333334,0.00014122962373145634
